Cosmetics brand Rimmel was founded in what city?	London
What explosive gives its name to a 17th century plot?	Gunpowder
In basketball, how many points does a 'free throw' score?	One
What gas has the chemical formula NH3?	Ammonia
Fans of which singer are nicknamed 'Fanilows'?	Barry Manilow
Which comic book hero lives in Cactusville?	Desperate Dan
In 1187, the Muslim leader Saladin captured what city?	Jerusalem
In the rhyme 'Hey Diddle Diddle', the cow jumped over what?	The Moon
Faro is the capital of what Portuguese region?	Algarve
Who played the Black Widow in 'Iron Man 2'?	Scarlett Johansson
Which Russian novelist wrote 'Crime and Punishment'?	Dostoyevsky
What nocturnal bird is a symbol of wisdom?	Owl
Panadol is a brand of what drug?	Paracetamol
What kind of reptile is an anaconda?	Snake
Arnold Schwarzenegger first says 'I'll be back' in what film?	The Terminator
Concussion is caused by a blow to what part of the body?	Head
A ten pin bowling ball typically has how many holes in it?	3
Holly Hunter won an Oscar for what '90s film?	The Piano
Who was English king at the time of the American Revolution	George the Third
How many people play a traditional pantomime horse?	Two
Which actress starred in the film 'Sweet Home Alabama'?	Reese Witherspoon
In which Australian state is the town of Roma?	Queensland
Which ancient Egyptian is known as the 'Boy King'?	Tutankhamun
What perfume house makes the fragrance 'Allure'?	Chanel
What George Orwell novel features the Ministry of Love?	Nineteen Eighty-Four
Shaggy was a character in what cartoon series?	Scooby Doo
What liquid is known as the 'universal solvent'?	Water
With what band did Gwen Stefani first find fame?	No Doubt
What is the capital of Iceland?	Reykjavik
In 1992, which US singer launched the music label Maverick?	Madonna
What French phrase literally means 'That's life'?	C'est la vie
The Japanese Spitz is a breed of what animal?	Dog
What TV soap featured a character called Toadfish?	Neighbours
What drink is nicknamed 'Champers'?	Champagne
Alto-cumulus is a type of what?	Cloud
Fort Knox is in what US state?	Kentucky
What is the first name of fashion designer Armani?	Giorgio
What's the largest artery in the body?	Aorta
What book by C.S. Lewis was the first to feature Narnia?	The Lion, the Witch and the Wardrobe
In cricket, who's the only fielder allowed to wear gloves?	Wicket-keeper
Doctor Robotnik is the enemy of what video game hedgehog?	Sonic
A 'sari' is a woman's garment from what country?	India
What children's toys were advertised as 'robots in disguise'?	Transformers
What Dickens novel features Mr Micawber?	David Copperfield
'LBW' is a term used in what sport?	Cricket
To join something that has suddenly become popular is to 'jump on the' what?	Bandwagon
The Industrial Revolution began in what century?	Eighteenth
What South African airport has the code CPT?	Cape Town
Who had a hit in 2012 with 'Born to Die'?	Lana Del Rey
Where on the body is the funny bone?	Arm
A draughtsman is skilled at what?	Drawing
Which Australian wildlife expert presented 'The Crocodile Hunter'?	Steve Irwin
Kyiv is the capital of what former Soviet republic?	Ukraine
Which American actor was the voice of Darth Vader?	James Earl Jones
In what sport would you perform a 'slam dunk'?	Basketball
What's the eighth planet from the sun?	Neptune
'Pay and display' and 'multistorey' are types of what?	Car park
Linda Blair played the possessed girl Regan in what 1973 film?	The Exorcist
If you face a difficulty, what animal are you said to 'take by the horns'?	The Bull
The phrase Y2K referred to what year?	2000
What relation to you is your brother's wife?	Sister-in-law
Zo Saldana played Neytiri in what 2009 film?	Avatar
What sensory organ is sometimes called your 'shell-like'?	Ear
The Nobel Peace Prize is awarded by what country?	Norway
A meat pie is often served with what sauce?	Tomato
Adam and Eve were banished from what garden?	Eden
The children's book 'The Sheep-Pig' was turned into what movie?	Babe
Which mythical king is said to be buried at Glastonbury?	King Arthur
In tennis, what word is used for 40-all?	Deuce
Who played Bill Murray's love interest in the film 'Groundhog Day'?	Andie MacDowell
Whose last novel was 'Jude the Obscure'?	Thomas Hardy
What item of clothing is a 'sombrero'?	A hat
The Common Vampire Bat feeds entirely on what?	Blood
The island of Sardinia is part of what country?	Italy
What musical instrument appears on cans of Guinness?	Harp
Galatasaray Football Club is in which country?	Turkey
What New York landmark features in the ending of the film 'Planet of the Apes'?	Statue of Liberty
Proverbially, what can't be made without 'breaking eggs'?	An Omelette
What's the catchphrase of Bugs Bunny?	What's Up, Doc?
The word fjord came into English from what language?	Norwegian
What Olympic swimming stroke is named after an animal?	Butterfly
What's the largest salt lake in Australia?	Lake Eyre
Who plays Ethan Hunt in the 'Mission: Impossible' films?	Tom Cruise
What two colours are normally used to describe bruising?	Black and Blue
'Playa' is Spanish for what part of a holiday resort?	Beach
In 2011, 'Talk That Talk' was a Number One album for who?	Rihanna
In poker, how many cards are there in a full house?	Five
Eva Longoria played Gabrielle Solis in what TV show?	Desperate Housewives
What Asian city is often referred to by its initials KL?	Kuala Lumpur
The male of what bird is called a gander?	Goose
'Eldrick' is the real first name of which golfer?	Tiger Woods
What country is 'The Land of the Long White Cloud'?	New Zealand
Which '60s band was famous for their 'mop-top' hairstyle?	The Beatles
Which insect character acts as Pinocchio's conscience?	Jiminy Cricket
What is eight squared?	Sixty-four
Which Dutch artist painted 'The Potato Eaters'?	Vincent Van Gogh
What drink is referred to as O.J.?	Orange juice
What kind of musical instrument is a 'tom-tom'?	Drum
What company made the best-selling 'Falcon' car?	Ford
What mythical King turned everything he touched to gold?	Midas
Adios is a form of farewell in what language?	Spanish
In what year did the Titanic sink?	1912
Robert Pattinson plays Edward Cullen in what film series?	Twilight
What's the main colour of Sydney FC's home shirt?	Pale Blue (accept Sky Blue)
What six-letter word means 'an unreasonable fear'?	Phobia
In 'The Simpsons', what are Homer's favourite cakes?	Doughnuts
How many numbers form a bank's BSB code?	Six
In the saying, 'Rome wasn't built in a' what?	Day
What noise can be made by a happy cat and a car engine?	Purr
'One Day I'll Fly Away' was an '80s hit for which singer?	Randy Crawford
Who replaced Pierce Brosnan as James Bond?	Daniel Craig
Canary is a shade of what colour?	Yellow
What word in Jewish dietary law also means 'genuine'?	Kosher
Frigates and Destroyers belong to which of the armed forces?	Royal Australian Navy
What's the heaviest Australian coin in circulation?	50 cent piece
The TV show 'Pot Black' featured what sport?	Snooker
What do Americans call an aubergine?	Eggplant
The Far East refers to countries on what continent?	Asia
Which musician did Gwyneth Paltrow marry in 2003?	Chris Martin
Clip-on, Kipper and Bow are types of what garment?	Tie
Marcus Antonius is the Latin name of which Roman general?	Mark Antony
What organ of the body is affected by cataracts?	Eye
What part of the body is affected by conjunctivitis?	Eye
Which queen had the first ever Diamond Jubilee?	Queen Victoria
In 1974, which motorbike daredevil tried to jump the Snake River Canyon?	Evel Knievel
Where on the body would you wear 'Crocs'?	Your feet
In legend, what is the male counterpart of a mermaid?	Merman
What's the first name of Agatha Christie detective Poirot?	Hercule
In 2009, Noel Gallagher quit what rock band?	Oasis
What word links a short haircut with a nickname for Robert?	Bob
What form of hockey is Canada's national winter sport?	Ice hockey
The name of what small insect can also mean to eavesdrop?	Earwig
What country is known in its own language as 'Deutschland'?	Germany
Mozzarella cheese originated in what country?	Italy
Faucet is the American word for what?	Tap
If it's on a Friday, what day of the month is considered unlucky?	Thirteenth
The maracas belong to what section of an orchestra?	Percussion
What country was formerly known as East Pakistan?	Bangladesh
Clove hitch and reef are types of what?	Knots
What company makes the Air Max trainers?	Nike
In the poem, the Pied Piper rids Hamelin of what rodent?	Rats
What type of oil is used to make ciabatta bread?	Olive
The Morris Minor is a type of what?	Car
In the nursery rhyme 'Hey Diddle Diddle', what did the dish run away with?	The Spoon
On what continent is Timbuktu?	Africa
What sport is divided into periods called chukkas?	Popo
Polly is a traditional name for what pet bird?	Parrot
In the human body, the cranium encloses what organ?	Brain
The film 'Black Swan' centres on what ballet?	Swan Lake
In Egypt, the Pyramids lie close to what major river?	The Nile
What Mexican spirit is used in a margarita cocktail?	Tequila
Miss Piggy usually has what colour hair?	Blonde
George Moore was famous in what sport?	Horse racing
Boater hats are traditionally made from what material?	Straw
What item of cutlery has three or four prongs?	Fork
In 1985, what then-VFL club did Geoffrey Edelsten buy?	Sydney Swans
Jumble, Rummage and Car boot are types of what?	Sale
Who played Sally in the film 'When Harry Met Sally'?	Meg Ryan
In computing, F.A.Q. stands for Frequently what?	Asked Questions
Which Gotham City millionaire is Batman's alter ego?	Bruce Wayne
'Half-Nelson' is a term used in what sport?	Wrestling
In the Disney film, who is Bambi's rabbit sidekick?	Thumper
What brown sugar is named after a river in Guyana?	Demerara sugar
A cardiologist specialises in what organ?	Heart
'We were on a break' is a famous quote from what US sitcom?	Friends
What US state was named after a Channel Island?	New Jersey
What type of mythical creature is a phoenix?	Bird
What type of dancer was Rudolf Nureyev?	Ballet
The word 'kibbutz' comes from what language?	Hebrew
What ice cream dish features a banana cut in half?	Banana split
What's an inflammatory infection of the tonsils called?	Tonsillitis
Who played Mary in 'There's Something About Mary'?	Cameron Diaz
What bird can come after 'carrier' and 'homing'?	Pigeon
Long John Silver is a character in what 19th century novel?	Treasure Island
What nationality was the painter Claude Monet?	French
What car company makes the 'Panda' and the 'Punto'?	Fiat
What's 50% of 50?	25
Clarice Starling first appeared in what 1988 novel by Thomas Harris?	The Silence of the Lambs
What musical features the song 'Willkommen'?	Cabaret
Allan Border captained Australia in what sport?	Cricket
A snowdrop blooms early in what season?	Spring
A two-piece swimsuit worn by women is called what?	Bikini
World War Two began in what decade?	1930s
In what film does Haley Joel Osment's character 'see dead people'?	The Sixth Sense
Who played Indiana Jones in 'Raiders of the Lost Ark'?	Harrison Ford
Nancy is a character from what Charles Dickens novel?	Oliver Twist
The Yankees and Mets are baseball teams from what city?	New York
Malibu is a rum drink flavoured with what?	Coconut
What's the lightest chemical element?	Hydrogen
Henry the Eighth belonged to what royal house?	Tudor
What screen dog shares his name with a German composer?	Beethoven
What month is named after the Roman god Janus?	January
Blanche DuBois is a character in what Tennessee Williams play?	A Streetcar Named Desire
What does the letter 'M' stand for in the expression OMG?	My
Supermarket chain Aldi is originally from what country?	Germany
Which Egyptian queen had three children by Mark Antony?	Cleopatra
Emerald is a shade of what colour?	Green
Who played Neo in 'The Matrix' films?	Keanu Reeves
What's the chemical symbol for oxygen?	O
Which Roman General led the Gallic Wars?	Julius Caesar
What 1939 film features the Wicked Witch of the West?	The Wizard of Oz
